frame_num,time_sec,brightness,contrast,visibility,curvature_m,offset_m
2681,2681,125.46,33.32,Clear,47.94,-0.129
2686,2686,127.19,31.45,Clear,30.96,0.577
2691,2691,126.20,32.22,Clear,118.96,-10.965
2696,2696,124.66,28.44,Clear,58.24,0.001
2701,2701,125.49,28.86,Clear,32.16,0.605
2706,2706,124.54,28.19,Clear,50.44,-0.701
2711,2711,122.39,26.89,Moderate Fog/Overcast,726.55,-27.435
2716,2716,118.62,27.18,Moderate Fog/Overcast,61.47,-0.180
2721,2721,112.98,29.24,Clear,21.18,2.164
2726,2726,123.44,26.60,Moderate Fog/Overcast,54.88,1.236
2731,2731,123.12,25.29,Moderate Fog/Overcast,1525.96,1.003
2736,2736,123.20,28.26,Clear,41.55,-3.584
2741,2741,122.17,30.08,Clear,83.26,-0.154
2746,2746,120.49,22.89,Moderate Fog/Overcast,109.82,-7.847
2751,2751,124.87,24.05,Moderate Fog/Overcast,425.72,-21.109
2756,2756,125.97,23.32,Moderate Fog/Overcast,50.83,0.304
2761,2761,124.07,24.59,Moderate Fog/Overcast,29.60,-1.706
2766,2766,107.11,45.41,Clear,103.20,-0.814
2771,2771,127.32,23.58,Moderate Fog/Overcast,21.55,0.849
2776,2776,127.01,25.30,Moderate Fog/Overcast,54.37,-0.807
2781,2781,132.34,22.18,Moderate Fog/Overcast,57.02,0.396
2786,2786,129.80,26.71,Moderate Fog/Overcast,293.25,-0.251
2791,2791,133.36,19.18,Moderate Fog/Overcast,40.77,3.499
2796,2796,128.93,15.08,Moderate Fog/Overcast,146.86,3.844
2801,2801,126.85,23.01,Moderate Fog/Overcast,35.92,-3.232
2806,2806,129.91,20.52,Moderate Fog/Overcast,40.71,-0.753
2811,2811,136.63,15.70,Moderate Fog/Overcast,97.83,-1.118
2816,2816,136.03,16.90,Moderate Fog/Overcast,124.92,0.233
2821,2821,134.17,17.53,Moderate Fog/Overcast,58.79,1.968
2826,2826,133.15,17.24,Moderate Fog/Overcast,44.72,0.838
2831,2831,128.83,18.12,Moderate Fog/Overcast,35.22,0.384
2836,2836,121.87,19.26,Moderate Fog/Overcast,166.88,-12.411
2841,2841,120.72,22.45,Moderate Fog/Overcast,18.08,1.487
2846,2846,128.53,24.70,Moderate Fog/Overcast,134.45,3.163
2851,2851,131.11,25.27,Moderate Fog/Overcast,22.31,1.541
2856,2856,124.35,31.07,Clear,19.38,3.000
2861,2861,134.04,23.34,Moderate Fog/Overcast,75.56,-0.652
2866,2866,135.10,23.58,Moderate Fog/Overcast,124.13,1.871
2871,2871,135.22,23.73,Moderate Fog/Overcast,34.28,-1.739
2876,2876,133.01,22.44,Moderate Fog/Overcast,41.63,0.890
2881,2881,133.32,24.70,Moderate Fog/Overcast,197.48,-0.682
2886,2886,132.88,25.64,Moderate Fog/Overcast,28.72,0.266
2891,2891,132.23,26.63,Moderate Fog/Overcast,31.69,-1.027
2896,2896,128.72,31.07,Clear,30.04,-0.650
2901,2901,124.26,38.49,Clear,58.76,-5.845
2906,2906,121.67,36.78,Clear,58.83,0.513
2911,2911,125.42,31.51,Clear,28.89,-0.246
2916,2916,125.53,31.66,Clear,25.60,1.225
2921,2921,125.39,32.96,Clear,84.99,-1.055
2926,2926,124.24,33.77,Clear,35.28,-0.244
2931,2931,123.74,33.78,Clear,32.12,0.229
2936,2936,123.31,34.16,Clear,95.65,-0.615
2941,2941,123.23,34.35,Clear,36.38,0.863
2946,2946,123.11,34.62,Clear,26.91,0.714
2951,2951,123.31,34.62,Clear,32.89,0.643
2956,2956,123.72,34.66,Clear,31.00,0.135
2961,2961,122.95,35.56,Clear,44.44,-1.127
2966,2966,123.10,35.66,Clear,29.26,0.023
2971,2971,122.65,35.97,Clear,170.13,-0.797
2976,2976,122.87,35.60,Clear,28.74,-1.831
2981,2981,122.51,36.07,Clear,138.88,-0.514
2986,2986,122.93,36.40,Clear,100.30,0.875
2991,2991,122.59,36.49,Clear,32.55,-0.130
2996,2996,121.74,37.10,Clear,30.30,0.087
3001,3001,121.79,37.35,Clear,28.62,0.208
3006,3006,119.03,42.48,Clear,29.79,1.255
3011,3011,121.77,36.61,Clear,200.25,-0.315
3016,3016,122.61,36.15,Clear,35.23,-1.362
3021,3021,122.47,36.55,Clear,27.76,-1.904
3026,3026,122.04,36.65,Clear,27.34,0.011
3031,3031,121.50,36.65,Clear,153.68,-0.605
3036,3036,122.17,59.47,Clear,39.57,-1.713
3041,3041,121.55,35.88,Clear,34.37,-1.509
3046,3046,120.69,40.72,Clear,36.58,-2.567
3051,3051,122.22,35.65,Clear,36.35,-1.680
3056,3056,122.22,36.38,Clear,70.59,1.029
3061,3061,122.64,36.90,Clear,543.54,0.356
3066,3066,122.49,35.68,Clear,35.69,2.420
3071,3071,123.13,35.87,Clear,30.02,2.479
3076,3076,123.00,37.49,Clear,26.02,-0.168
3081,3081,122.80,38.03,Clear,26.30,-0.134
3086,3086,122.59,38.81,Clear,26.92,-0.227
3091,3091,122.62,39.27,Clear,73.53,0.595
3096,3096,122.80,39.38,Clear,435.39,0.945
3101,3101,123.27,39.75,Clear,81.00,1.048
3106,3106,124.39,39.50,Clear,31.57,0.638
3111,3111,124.48,39.51,Clear,28.71,-0.067
3116,3116,124.91,39.44,Clear,29.16,-0.081
3121,3121,125.45,40.07,Clear,29.19,-0.324
3126,3126,123.25,45.24,Clear,46.10,0.469
3131,3131,124.56,42.81,Clear,57.61,-0.529
3136,3136,126.35,40.42,Clear,28.94,1.158
3141,3141,128.05,38.45,Clear,127.07,-0.674
3146,3146,128.29,37.14,Clear,29.72,-0.101
3151,3151,128.50,37.54,Clear,35.98,-0.167
3156,3156,128.41,37.63,Clear,138.61,-0.418
3161,3161,127.58,38.40,Clear,36.97,-2.191
3166,3166,129.08,39.72,Clear,26.35,-2.003
3171,3171,128.35,36.39,Clear,31.84,0.403
3176,3176,129.35,35.51,Clear,92.48,-0.369
3181,3181,129.51,35.79,Clear,87.65,-0.688
3186,3186,129.35,35.82,Clear,26.70,0.284
3191,3191,125.47,40.07,Clear,26.40,4.002
3196,3196,127.69,35.40,Clear,65.35,-0.583
3201,3201,128.61,36.27,Clear,25.69,-2.396
3206,3206,129.89,36.12,Clear,54.98,-1.197
3211,3211,128.47,37.35,Clear,166.76,-0.678
3216,3216,127.96,37.87,Clear,68.51,-1.050
3221,3221,127.63,38.35,Clear,24.60,0.958
3226,3226,127.27,38.83,Clear,128.89,-0.490
3231,3231,123.81,43.24,Clear,75.54,-0.470
3236,3236,128.58,37.70,Clear,89.84,-0.134
3241,3241,127.73,37.53,Clear,36.79,-1.472
3246,3246,127.25,38.70,Clear,25.33,0.709
3251,3251,127.63,37.41,Clear,59.81,0.359
3256,3256,121.40,42.52,Clear,53.62,-0.163
3261,3261,121.45,41.80,Clear,31.31,-0.173
3266,3266,119.64,46.81,Clear,25.90,1.864
3271,3271,123.56,41.08,Clear,26.14,1.295
3276,3276,123.69,40.77,Clear,64.04,0.028
3281,3281,123.35,41.18,Clear,30.37,2.376
3286,3286,120.58,43.04,Clear,42.14,1.056
3291,3291,123.99,40.57,Clear,33.34,-0.799
3296,3296,126.01,39.89,Clear,39.43,2.006
3301,3301,126.42,38.73,Clear,65.40,-0.406
3306,3306,126.87,37.64,Clear,34.22,2.315
3311,3311,128.95,36.05,Clear,46.08,0.349
3316,3316,128.66,34.23,Clear,30.34,-1.951
3321,3321,129.37,33.83,Clear,26.28,-1.300
3326,3326,127.21,32.61,Clear,33.13,3.979
3331,3331,129.15,33.44,Clear,35.42,2.062
3336,3336,127.35,37.68,Clear,30.62,0.016
3341,3341,126.26,39.32,Clear,31.71,0.242
3346,3346,126.92,38.54,Clear,33.46,0.516
3351,3351,126.68,38.61,Clear,26.17,2.028
3356,3356,125.12,39.55,Clear,233.48,0.205
3361,3361,125.65,41.14,Clear,30.76,1.316
3366,3366,124.91,40.96,Clear,31.08,-0.294
3371,3371,123.73,42.10,Clear,27.72,-0.210
3376,3376,123.76,42.53,Clear,54.56,-0.182
3381,3381,124.13,42.50,Clear,35.95,-0.031
3386,3386,124.62,41.30,Clear,255.73,-0.590
3391,3391,124.22,42.41,Clear,35.00,0.420
3396,3396,123.30,43.21,Clear,47.95,0.979
3401,3401,122.50,45.50,Clear,26.44,-0.062
3406,3406,124.36,41.74,Clear,32.09,1.863
3411,3411,124.80,42.11,Clear,92.59,0.437
3416,3416,125.02,41.01,Clear,44.98,0.405
3421,3421,125.12,41.89,Clear,27.10,1.550
3426,3426,125.18,40.78,Clear,30.53,0.106
3431,3431,125.32,40.32,Clear,28.19,1.509
3436,3436,125.72,39.97,Clear,184.75,0.423
3441,3441,126.05,39.40,Clear,32.10,-0.948
3446,3446,126.16,39.42,Clear,30.54,0.357
3451,3451,126.90,38.27,Clear,42.33,-0.558
3456,3456,125.80,37.31,Clear,54.44,6.221
3461,3461,127.68,35.96,Clear,47.23,4.834
3466,3466,125.89,35.94,Clear,26.82,3.302
3471,3471,127.08,35.77,Clear,43.05,4.699
3476,3476,126.22,37.45,Clear,27.13,1.765
3481,3481,125.58,38.70,Clear,59.24,-1.932
3486,3486,125.81,39.47,Clear,120.27,-1.223
3491,3491,123.43,41.38,Clear,24.11,0.123
3496,3496,123.47,38.80,Clear,46.03,1.054
3501,3501,123.72,40.83,Clear,27.29,2.759
3506,3506,127.21,36.67,Clear,359.91,-0.012
3511,3511,127.07,36.64,Clear,66.53,0.277
3516,3516,125.66,38.53,Clear,52.37,0.324
3521,3521,125.14,37.32,Clear,25.92,1.841
3526,3526,126.04,37.88,Clear,146.54,-0.647
3531,3531,127.16,37.63,Clear,32.52,-1.288
3536,3536,127.96,35.77,Clear,25.26,3.367
3541,3541,127.89,36.43,Clear,36.92,-0.389
3546,3546,127.97,36.25,Clear,236.33,0.403
3551,3551,127.68,35.93,Clear,40.33,1.067
3556,3556,128.15,35.23,Clear,35.24,-0.708
3561,3561,128.02,35.73,Clear,55.22,0.680
3566,3566,129.41,35.03,Clear,84.84,-0.836
3571,3571,129.67,33.36,Clear,28.17,0.040
3576,3576,130.15,33.83,Clear,53.14,0.047
3581,3581,130.54,33.15,Clear,30.42,0.429
3586,3586,130.33,33.13,Clear,26.39,-1.940
3591,3591,129.24,33.35,Clear,42.79,-0.826
3596,3596,131.03,34.48,Clear,46.03,0.477
3601,3601,125.85,36.74,Clear,75.35,-0.643
3606,3606,127.27,36.41,Clear,44.62,0.981
3611,3611,124.85,41.18,Clear,53.88,-0.991
3616,3616,126.66,37.80,Clear,51.22,-1.307
3621,3621,127.23,36.55,Clear,36.54,1.133
3626,3626,125.78,37.94,Clear,26.33,-1.530
3631,3631,126.10,36.38,Clear,43.77,-1.921
3636,3636,124.03,38.92,Clear,83.16,-2.810
3641,3641,121.76,41.95,Clear,27.80,-0.795
3646,3646,119.93,44.64,Clear,29.30,0.142
3651,3651,120.43,42.94,Clear,29.75,-1.505
3656,3656,119.63,42.84,Clear,94.42,-1.975
3661,3661,123.05,36.59,Clear,843.82,-2.724
3666,3666,122.55,35.99,Clear,120.07,5.344
3671,3671,123.18,35.88,Clear,378.14,2.700
3676,3676,123.09,36.38,Clear,33.90,1.737
3681,3681,122.95,36.33,Clear,27.69,-0.980
3686,3686,122.63,36.60,Clear,27.28,-0.759
3691,3691,122.28,38.59,Clear,27.33,0.115
3696,3696,122.70,37.32,Clear,115.33,-3.603
3701,3701,123.09,36.87,Clear,51.37,3.121
3706,3706,120.36,42.31,Clear,36.63,2.575
3711,3711,123.12,36.95,Clear,64.55,0.233
3716,3716,122.00,39.49,Clear,38.83,2.303
3721,3721,122.25,38.53,Clear,33.47,-2.726
3726,3726,122.63,37.91,Clear,206.16,0.283
3731,3731,122.44,38.87,Clear,35.28,-1.194
3736,3736,122.58,38.10,Clear,53.01,-3.973
3741,3741,122.00,38.83,Clear,24.88,-2.066
3746,3746,121.79,39.60,Clear,38.52,4.355
3751,3751,121.09,40.45,Clear,272.95,-1.097
3756,3756,121.12,39.93,Clear,44.64,0.642
3761,3761,120.45,41.11,Clear,34.88,2.319
3766,3766,120.30,42.03,Clear,28.60,0.399
3771,3771,119.67,41.95,Clear,25.69,-0.422
3776,3776,119.98,40.89,Clear,34.71,-1.712
3781,3781,119.91,39.57,Clear,34.32,3.247
3786,3786,119.88,39.61,Clear,28.95,-0.740
3791,3791,119.62,39.78,Clear,33.24,2.412
3796,3796,121.42,39.23,Clear,227.59,-1.087
3801,3801,121.39,39.26,Clear,31.41,2.056
3806,3806,121.31,38.98,Clear,294.97,2.427
3811,3811,120.93,39.22,Clear,33.67,-2.665
3816,3816,120.87,38.43,Clear,37.30,-4.385
3821,3821,119.39,38.15,Clear,30.16,3.772
3826,3826,122.36,36.58,Clear,57.75,-0.313
3831,3831,123.98,35.88,Clear,153.73,-0.492
3836,3836,123.28,36.54,Clear,28.07,0.093
3841,3841,124.41,35.91,Clear,41.13,2.200
3846,3846,122.91,40.60,Clear,28.21,1.977
3851,3851,124.67,36.36,Clear,29.98,0.267
3856,3856,124.32,36.49,Clear,54.89,0.995
3861,3861,125.58,34.84,Clear,42.40,-1.049
3866,3866,121.64,38.81,Clear,40.77,3.216
3871,3871,121.52,43.16,Clear,41.40,2.710
3876,3876,122.57,35.59,Clear,75.78,1.201
3881,3881,123.56,36.62,Clear,31.25,0.232
3886,3886,123.58,36.05,Clear,28.71,1.160
3891,3891,123.00,35.99,Clear,312.47,-0.405
3896,3896,121.70,36.96,Clear,53.09,-0.574
3901,3901,121.07,38.16,Clear,32.80,1.406
3906,3906,120.02,43.73,Clear,45.43,-2.125
3911,3911,120.46,38.17,Clear,53.57,1.621
3916,3916,120.96,37.84,Clear,26.84,0.601
3921,3921,121.02,38.17,Clear,28.83,-1.782
3926,3926,122.41,36.84,Clear,45.79,0.306
3931,3931,121.31,37.90,Clear,26.15,0.280
3936,3936,121.95,37.69,Clear,27.49,-0.493
3941,3941,122.67,37.01,Clear,63.91,-2.204
3946,3946,121.78,37.96,Clear,26.80,-0.165
3951,3951,124.38,38.74,Clear,40.65,-1.367
3956,3956,120.41,39.55,Clear,82.65,0.030
3961,3961,122.24,39.22,Clear,30.05,1.309
3966,3966,122.42,38.92,Clear,34.61,1.849
3971,3971,119.46,41.69,Clear,27.88,3.951
3976,3976,121.92,37.59,Clear,30.96,1.587
3981,3981,121.75,39.14,Clear,32.77,1.446
3986,3986,121.16,38.70,Clear,1198.86,-0.260
3991,3991,119.11,40.28,Clear,29.94,-1.444
3996,3996,118.40,40.32,Clear,31.95,-0.784
4001,4001,118.46,40.00,Clear,42.94,-0.484
4006,4006,118.23,40.61,Clear,30.09,-0.576
4011,4011,119.04,40.20,Clear,33.31,-2.510
4016,4016,119.09,40.88,Clear,32.16,-1.118
4021,4021,118.88,41.47,Clear,29.94,-2.155
4026,4026,119.65,41.05,Clear,28.67,-2.786
4031,4031,118.91,40.16,Clear,76.37,-0.048
4036,4036,118.82,41.07,Clear,88.62,0.555
4041,4041,119.01,40.77,Clear,27.16,-2.004
4046,4046,118.97,40.40,Clear,32.95,-1.283
4051,4051,119.24,39.94,Clear,102.60,0.129
4056,4056,118.36,40.60,Clear,39.80,-2.532
4061,4061,119.12,39.37,Clear,46.96,-1.651
4066,4066,117.94,39.60,Clear,31.31,-1.966
4071,4071,115.81,41.14,Clear,37.91,0.702
4076,4076,74.68,49.24,Clear,69.84,9.588
4081,4081,113.75,44.97,Clear,258.14,-0.332
4086,4086,119.32,38.49,Clear,46.97,1.241
4091,4091,119.73,39.26,Clear,69.98,-2.716
4096,4096,120.84,39.57,Clear,65.75,-0.197
4101,4101,120.32,39.39,Clear,27.30,0.510
4106,4106,118.90,40.01,Clear,550.72,0.530
4111,4111,120.58,39.95,Clear,53.91,0.491
4116,4116,120.59,40.80,Clear,42.92,-1.091
4121,4121,121.20,39.21,Clear,25.46,-3.055
4126,4126,121.18,38.48,Clear,28.05,-2.953
4131,4131,119.96,38.72,Clear,31.33,-2.559
4136,4136,117.44,40.23,Clear,66.31,-3.330
4141,4141,116.92,39.85,Clear,62.67,-0.144
4146,4146,116.41,38.71,Clear,73.03,-1.850
4151,4151,116.39,38.02,Clear,42.15,-2.412
4156,4156,115.46,38.41,Clear,35.14,0.614
4161,4161,115.97,37.48,Clear,25.03,0.578
4166,4166,116.92,38.92,Clear,31.38,1.614
4171,4171,120.68,36.47,Clear,86.58,3.088
4176,4176,120.85,37.13,Clear,75.87,2.384
4181,4181,120.89,37.53,Clear,26.07,1.619
4186,4186,123.61,41.57,Clear,35.58,1.544
4191,4191,123.09,37.34,Clear,55.47,3.381
4196,4196,124.31,37.93,Clear,32.23,0.462
4201,4201,124.75,38.33,Clear,92.45,3.674
4206,4206,115.92,44.44,Clear,31.50,2.094
4211,4211,120.21,38.12,Clear,29.30,2.720
4216,4216,120.47,38.44,Clear,30.98,0.064
4221,4221,119.19,39.47,Clear,24.78,-0.501
4226,4226,120.90,44.51,Clear,57.17,2.943
4231,4231,119.53,40.83,Clear,456.98,-1.280
4236,4236,119.55,41.41,Clear,254.10,-0.341
4241,4241,120.63,40.34,Clear,27.89,-0.096
4246,4246,121.05,42.03,Clear,43.29,-1.724
4251,4251,121.18,41.81,Clear,47.32,-0.182
4256,4256,121.63,42.26,Clear,153.27,0.578
4261,4261,122.41,41.99,Clear,1575.46,0.504
4266,4266,122.49,43.92,Clear,131.49,-1.517
4271,4271,123.54,42.47,Clear,61.44,1.384
4276,4276,123.13,44.78,Clear,30.42,-2.420
4281,4281,122.04,44.19,Clear,29.89,-1.028
4286,4286,125.56,41.83,Clear,28.38,-0.309
4291,4291,124.76,43.29,Clear,27.82,-2.974
4296,4296,126.42,42.76,Clear,30.40,-1.772
4301,4301,126.84,42.93,Clear,86.99,-0.420
4306,4306,124.99,42.92,Clear,30.05,1.733
4311,4311,126.66,39.64,Clear,39.54,-2.059
4316,4316,125.76,41.03,Clear,3805.93,-63.674
4321,4321,129.04,42.53,Clear,78.17,-0.069
4326,4326,127.79,40.42,Clear,26.45,-0.577
4331,4331,130.58,38.01,Clear,350.93,0.649
4336,4336,128.72,40.68,Clear,29.06,1.847
4341,4341,127.31,39.95,Clear,25.96,-1.905
4346,4346,126.17,39.10,Clear,32.65,-0.816
4351,4351,125.45,37.40,Clear,31.89,1.464
4356,4356,123.74,37.31,Clear,28.36,1.826
4361,4361,113.09,47.23,Clear,29.35,-1.323
4366,4366,123.32,33.76,Clear,47.75,-3.166
4371,4371,124.47,30.90,Clear,79.06,-7.156
4376,4376,123.10,29.60,Clear,50.39,-2.158
4381,4381,119.08,34.57,Clear,35.02,-0.044
4386,4386,118.06,35.32,Clear,45.36,-3.370
4391,4391,119.16,35.82,Clear,42.39,-1.144
4396,4396,119.38,35.58,Clear,33.77,0.213
4401,4401,117.80,36.67,Clear,48.14,-1.880
4406,4406,117.91,36.72,Clear,34.66,-1.377
4411,4411,119.70,37.10,Clear,31.99,-1.357
4416,4416,120.36,37.77,Clear,26.05,-3.856
4421,4421,120.51,38.99,Clear,27.68,-0.504
4426,4426,120.10,38.29,Clear,55.93,-0.651
4431,4431,119.82,39.54,Clear,35.52,-0.983
4436,4436,120.62,39.72,Clear,28.95,-1.946
4441,4441,121.18,40.50,Clear,31.64,1.648
4446,4446,119.80,43.01,Clear,30.84,-3.232
4451,4451,122.97,39.53,Clear,115.25,0.091
4456,4456,124.24,38.38,Clear,31.57,-1.524
4461,4461,123.72,39.55,Clear,402.49,-0.018
4466,4466,123.42,39.85,Clear,60.92,-0.774
4471,4471,120.51,44.90,Clear,25.74,1.723
4476,4476,122.21,38.66,Clear,59.17,-0.791
4481,4481,122.29,36.77,Clear,35.39,-0.787
4486,4486,122.61,35.76,Clear,63.52,0.071
4491,4491,122.60,35.68,Clear,1090.10,0.033
4496,4496,121.86,35.69,Clear,62.08,-0.920
4501,4501,113.75,38.67,Clear,152.30,3.253
4506,4506,121.62,31.60,Clear,27.75,-1.005
4511,4511,123.30,32.56,Clear,56.17,1.846
4516,4516,124.47,30.94,Clear,59.01,2.548
4521,4521,123.98,28.53,Clear,31.73,2.562
4526,4526,122.09,30.92,Clear,121.98,1.205
4531,4531,123.57,32.60,Clear,32.96,-0.770
4536,4536,125.84,32.83,Clear,298.28,-0.537
4541,4541,122.98,30.48,Clear,49.51,-2.545
4546,4546,121.90,22.82,Moderate Fog/Overcast,37.37,3.120
4551,4551,115.37,44.04,Clear,40.31,-0.844
4556,4556,114.58,30.25,Clear,26.59,2.772
4561,4561,125.67,31.52,Clear,43.65,-0.052
4566,4566,125.02,38.86,Clear,24.19,0.018
4571,4571,122.88,42.65,Clear,329.53,-0.589
4576,4576,110.13,54.07,Clear,41.32,2.117
4581,4581,118.69,44.96,Clear,184.06,-1.671
4586,4586,117.96,47.09,Clear,29.72,1.151
4591,4591,117.91,46.01,Clear,36.15,2.425
4596,4596,119.36,43.58,Clear,25.05,2.696
4601,4601,118.92,44.45,Clear,69.27,-3.566
4606,4606,118.53,44.54,Clear,129.36,-0.397
4611,4611,116.97,45.98,Clear,26.65,3.800
4616,4616,113.27,53.91,Clear,32.01,6.060
4621,4621,117.36,45.24,Clear,27.15,-2.255
4626,4626,119.43,45.71,Clear,30.46,3.246
4631,4631,118.26,46.46,Clear,38.40,3.209
4636,4636,116.88,48.17,Clear,45.48,4.185
4641,4641,118.13,46.70,Clear,33.28,1.746
4646,4646,118.79,46.19,Clear,36.65,1.538
4651,4651,118.53,45.73,Clear,44.20,7.226
4656,4656,118.93,45.66,Clear,34.17,5.172
4661,4661,120.76,41.78,Clear,33.81,1.810
4666,4666,118.79,42.72,Clear,27.90,-1.632
4671,4671,114.46,47.94,Clear,52.05,1.468
4676,4676,118.64,41.79,Clear,31.56,4.700
4681,4681,118.89,41.47,Clear,38.20,0.931
4686,4686,118.15,42.10,Clear,39.75,2.094
4691,4691,117.17,41.51,Clear,39.77,1.463
4696,4696,121.94,42.51,Clear,35.85,0.294
4701,4701,116.33,40.40,Clear,30.21,2.471
4706,4706,116.47,39.75,Clear,67.08,0.348
4711,4711,118.47,36.62,Clear,60.47,-4.626
4716,4716,115.74,40.68,Clear,75.54,-0.897
4721,4721,111.34,46.31,Clear,177.15,-2.770
4726,4726,114.99,42.31,Clear,30.57,-1.193
4731,4731,116.17,42.66,Clear,34.50,1.333
4736,4736,115.70,42.88,Clear,31.75,3.963
4741,4741,118.27,41.01,Clear,66.25,-10.283
4746,4746,117.88,42.67,Clear,31.25,-4.915
4751,4751,116.75,44.96,Clear,186.28,-5.969
4756,4756,116.98,44.44,Clear,75.15,-11.426
4761,4761,116.16,42.70,Clear,72.05,-10.771
4766,4766,112.61,44.18,Clear,37.14,-6.931
4771,4771,113.95,42.21,Clear,32.60,1.369
4776,4776,116.89,41.83,Clear,33.13,-1.329
4781,4781,117.89,42.09,Clear,579.47,-2.424
4786,4786,119.34,41.09,Clear,46.49,-0.955
4791,4791,120.59,40.93,Clear,30.91,0.013
4796,4796,122.40,38.65,Clear,59.88,-1.408
4801,4801,121.07,39.98,Clear,36.02,-1.683
4806,4806,122.63,39.20,Clear,38.83,-1.312
4811,4811,120.90,40.71,Clear,58.20,0.892
4816,4816,117.83,40.12,Clear,28.16,1.550
4821,4821,119.42,38.98,Clear,37.57,-0.479
4826,4826,122.69,40.00,Clear,203.17,-2.851
4831,4831,123.21,42.00,Clear,40.36,0.490
4836,4836,122.98,43.36,Clear,59.96,0.839
4841,4841,122.26,43.97,Clear,71.77,-3.219
4846,4846,122.67,43.15,Clear,48.83,-6.735
4851,4851,121.58,45.38,Clear,34.32,-2.143
4856,4856,119.91,46.88,Clear,38.23,-3.002
4861,4861,120.61,45.10,Clear,27.59,-0.285
4866,4866,119.41,45.32,Clear,28.12,-4.923
4871,4871,118.59,45.56,Clear,121.17,-1.024
4876,4876,118.31,45.00,Clear,163.06,-5.692
4881,4881,116.89,46.03,Clear,31.24,1.618
4886,4886,117.63,45.09,Clear,49.52,-3.478
4891,4891,116.76,44.32,Clear,30.55,-5.563
4896,4896,116.03,43.91,Clear,54.31,-8.968
4901,4901,112.77,46.83,Clear,37.25,-1.656
4906,4906,113.42,42.93,Clear,451.88,4.404
4911,4911,113.22,42.33,Clear,38.65,0.316
4916,4916,114.04,40.88,Clear,83.35,-0.741
4921,4921,115.64,38.65,Clear,56.56,1.033
4926,4926,118.30,37.04,Clear,59.27,0.432
4931,4931,123.28,36.42,Clear,28.63,2.272
4936,4936,127.05,36.80,Clear,29.88,1.008
4941,4941,129.62,37.34,Clear,27.56,2.094
4946,4946,129.40,38.90,Clear,35.21,-1.696
4951,4951,127.19,40.34,Clear,42.76,2.666
4956,4956,123.37,45.06,Clear,33.19,-2.629
4961,4961,123.83,42.04,Clear,42.71,-2.679
4966,4966,122.46,43.11,Clear,36.52,-1.692
4971,4971,120.47,44.83,Clear,29.05,-2.017
4976,4976,120.63,43.31,Clear,34.79,-0.764
4981,4981,119.39,43.85,Clear,40.80,-1.317
4986,4986,120.40,41.73,Clear,48.77,-2.123
4991,4991,118.38,45.34,Clear,32.22,-6.295
4996,4996,117.28,45.78,Clear,28.22,-0.869
5001,5001,118.12,43.00,Clear,170.12,-1.338
5006,5006,118.30,43.32,Clear,39.14,1.062
5011,5011,119.85,40.98,Clear,54.73,-1.715
5016,5016,119.88,40.11,Clear,32.60,2.486
5021,5021,110.46,40.73,Clear,29.81,0.847
5026,5026,106.57,45.65,Clear,52.60,-1.111
5031,5031,107.22,45.78,Clear,46.82,5.077
5036,5036,102.77,46.74,Clear,73.48,1.577
5041,5041,108.01,44.43,Clear,107.72,-1.166
5046,5046,104.87,45.42,Clear,35.11,3.194
5051,5051,106.26,44.36,Clear,47.82,2.637
5056,5056,105.57,45.43,Clear,29.75,2.099
5061,5061,97.44,49.61,Clear,36.91,-1.954
5066,5066,105.93,44.76,Clear,28.47,0.875
5071,5071,106.18,43.85,Clear,27.40,1.593
5076,5076,105.72,43.77,Clear,64.68,0.097
5081,5081,105.56,43.72,Clear,27.39,-0.076
5086,5086,105.17,43.02,Clear,100.35,-0.632
5091,5091,114.60,34.21,Clear,37.11,-0.240
5096,5096,113.84,31.80,Clear,25.36,-0.866
5101,5101,112.81,36.88,Clear,25.25,-2.643
5106,5106,110.17,38.94,Clear,25.51,-1.396
5111,5111,106.68,44.23,Clear,79.09,1.154
5116,5116,106.36,45.47,Clear,43.91,-2.654
5121,5121,107.52,43.72,Clear,33.14,-1.128
5126,5126,115.19,33.43,Clear,86.02,0.089
5131,5131,113.56,36.69,Clear,64.07,-1.127
5136,5136,115.61,33.43,Clear,53.61,0.091
5141,5141,115.37,34.21,Clear,123.26,-1.237
5146,5146,110.14,39.45,Clear,362.26,0.013
5151,5151,112.33,33.73,Clear,74.69,1.310
5156,5156,110.07,36.77,Clear,202.05,0.953
5161,5161,110.37,37.39,Clear,28.84,1.510
5166,5166,109.05,38.98,Clear,106.76,-0.141
5171,5171,108.51,38.63,Clear,32.77,2.708
5176,5176,107.28,39.93,Clear,42.30,3.059
5181,5181,107.19,40.05,Clear,32.22,4.075
5186,5186,107.04,39.96,Clear,36.51,-6.787
5191,5191,104.82,39.74,Clear,27.87,-0.997
5196,5196,104.82,38.99,Clear,29.38,1.117
5201,5201,102.35,39.70,Clear,31.58,1.692
5206,5206,104.78,39.97,Clear,32.78,1.801
5211,5211,102.86,40.69,Clear,96.33,2.861
5216,5216,103.92,39.62,Clear,79.21,3.132
5221,5221,104.19,39.24,Clear,66.83,2.632
5226,5226,102.17,40.20,Clear,36.33,-1.931
5231,5231,102.56,42.74,Clear,30.41,3.525
5236,5236,105.64,43.69,Clear,119.39,-0.699
5241,5241,103.37,43.30,Clear,41.10,2.477
5246,5246,103.26,42.66,Clear,42.40,1.367
5251,5251,102.31,42.71,Clear,32.02,3.096
