frame_num,time_sec,brightness,contrast,visibility,curvature_m,offset_m,source_video
3882,3882,122.25,36.18,Clear,77.03,-1.457,part2_valley
3887,3887,123.78,35.01,Clear,34.3,-2.422,part2_valley
3892,3892,125.71,34.16,Clear,29.66,-1.268,part2_valley
3897,3897,123.26,35.89,Clear,185.7,-0.157,part2_valley
3902,3902,125.01,34.78,Clear,26.21,-2.087,part2_valley
3907,3907,124.83,35.43,Clear,79.65,-0.744,part2_valley
3912,3912,122.78,37.39,Clear,60.75,3.483,part2_valley
3917,3917,124.65,38.47,Clear,51.19,5.407,part2_valley
3922,3922,124.31,34.34,Clear,31.97,3.042,part2_valley
3927,3927,123.68,34.79,Clear,30.01,2.805,part2_valley
3932,3932,124.69,34.9,Clear,72.57,0.951,part2_valley
3937,3937,121.19,41.03,Clear,30.11,2.342,part2_valley
3942,3942,124.25,35.76,Clear,126.63,-0.86,part2_valley
3947,3947,124.24,34.98,Clear,32.52,3.62,part2_valley
3952,3952,124.13,34.93,Clear,42.85,-1.19,part2_valley
3957,3957,124.4,35.41,Clear,42.65,-0.184,part2_valley
3962,3962,124.04,35.27,Clear,31.31,-0.101,part2_valley
3967,3967,123.94,34.9,Clear,29.53,0.238,part2_valley
3972,3972,122.7,35.59,Clear,33.01,-1.485,part2_valley
3977,3977,123.07,35.29,Clear,26.0,-1.913,part2_valley
3982,3982,117.94,39.8,Clear,28.72,2.311,part2_valley
3987,3987,124.69,36.59,Clear,43.81,-1.022,part2_valley
3992,3992,124.26,36.27,Clear,48.08,-0.745,part2_valley
3997,3997,125.37,35.73,Clear,60.72,0.927,part2_valley
4002,4002,124.16,37.22,Clear,34.82,1.782,part2_valley
4007,4007,124.3,37.29,Clear,49.2,-0.068,part2_valley
4012,4012,122.69,40.33,Clear,66.35,0.973,part2_valley
4017,4017,121.65,41.29,Clear,34.11,-2.007,part2_valley
4022,4022,121.24,43.36,Clear,27.38,-1.792,part2_valley
4027,4027,119.97,41.59,Clear,383.66,-0.626,part2_valley
4032,4032,121.86,39.15,Clear,28.73,0.248,part2_valley
4037,4037,122.84,39.4,Clear,26.84,-0.205,part2_valley
4042,4042,123.11,41.56,Clear,27.33,-4.53,part2_valley
4047,4047,122.25,44.13,Clear,32.28,-0.881,part2_valley
4052,4052,123.37,40.94,Clear,42.92,0.642,part2_valley
4057,4057,123.95,40.75,Clear,81.81,-0.049,part2_valley
4062,4062,123.8,41.04,Clear,51.17,-0.224,part2_valley
4067,4067,123.34,40.8,Clear,32.9,0.384,part2_valley
4072,4072,123.15,43.65,Clear,379.51,1.386,part2_valley
4077,4077,123.52,43.59,Clear,91.59,0.447,part2_valley
4082,4082,121.89,45.46,Clear,29.69,3.103,part2_valley
4087,4087,123.93,41.24,Clear,585.53,-1.464,part2_valley
4092,4092,124.71,40.13,Clear,57.23,-0.042,part2_valley
4097,4097,124.02,40.63,Clear,37.48,1.372,part2_valley
4102,4102,124.5,40.33,Clear,86.92,-0.05,part2_valley
4107,4107,124.13,40.74,Clear,70.53,1.032,part2_valley
4112,4112,124.21,40.88,Clear,910.65,0.638,part2_valley
4117,4117,124.01,40.81,Clear,1123.67,-1.206,part2_valley
4122,4122,123.66,41.18,Clear,122.54,0.65,part2_valley
4127,4127,123.75,41.42,Clear,292.34,0.63,part2_valley
4132,4132,123.52,42.36,Clear,26.87,1.29,part2_valley
4137,4137,119.17,46.5,Clear,32.44,-1.553,part2_valley
4142,4142,121.78,42.11,Clear,25.2,0.09,part2_valley
4147,4147,121.74,41.07,Clear,29.87,-1.664,part2_valley
4152,4152,121.7,42.48,Clear,176.73,-0.585,part2_valley
4157,4157,120.18,42.49,Clear,155.15,-0.983,part2_valley
4162,4162,119.79,41.9,Clear,29.64,0.725,part2_valley
4167,4167,120.78,41.22,Clear,25.39,0.404,part2_valley
4172,4172,121.3,41.27,Clear,106.08,-0.313,part2_valley
4177,4177,120.8,40.86,Clear,73.63,-0.081,part2_valley
4182,4182,119.96,41.1,Clear,80.98,-0.402,part2_valley
4187,4187,120.19,41.22,Clear,115.8,13.097,part2_valley
4192,4192,119.24,41.41,Clear,274.31,2.723,part2_valley
4197,4197,118.57,42.4,Clear,26.78,1.756,part2_valley
4202,4202,117.27,43.56,Clear,26.76,3.828,part2_valley
4207,4207,114.71,45.7,Clear,34.77,2.505,part2_valley
4212,4212,114.3,44.99,Clear,4686.44,0.953,part2_valley
4217,4217,115.05,44.74,Clear,40.41,2.301,part2_valley
4222,4222,117.35,42.85,Clear,26.45,3.143,part2_valley
4227,4227,118.32,42.38,Clear,104.58,2.031,part2_valley
4232,4232,117.91,41.89,Clear,30.32,2.629,part2_valley
4237,4237,116.23,44.09,Clear,260.06,1.257,part2_valley
4242,4242,105.67,50.31,Clear,24.24,-0.204,part2_valley
4247,4247,115.78,42.66,Clear,27.18,1.617,part2_valley
4252,4252,117.93,42.55,Clear,26.61,3.299,part2_valley
4257,4257,118.28,42.87,Clear,45.73,1.681,part2_valley
4262,4262,118.48,43.33,Clear,29.47,0.502,part2_valley
4267,4267,118.48,43.19,Clear,42.71,-0.208,part2_valley
4272,4272,118.83,42.81,Clear,51.59,1.268,part2_valley
4277,4277,119.46,42.56,Clear,65.59,-2.169,part2_valley
4282,4282,119.02,43.9,Clear,54.19,0.529,part2_valley
4287,4287,118.15,44.03,Clear,49.82,-0.312,part2_valley
4292,4292,117.4,45.3,Clear,44.9,-2.136,part2_valley
4297,4297,117.07,45.26,Clear,85.01,-0.797,part2_valley
4302,4302,117.27,45.65,Clear,59.93,-0.046,part2_valley
4307,4307,117.04,45.88,Clear,35.08,-0.819,part2_valley
4312,4312,116.63,45.76,Clear,32.39,-0.597,part2_valley
4317,4317,116.79,45.46,Clear,97.53,0.367,part2_valley
4322,4322,116.5,45.97,Clear,31.59,-0.333,part2_valley
4327,4327,116.06,45.92,Clear,44.77,0.722,part2_valley
4332,4332,115.26,47.52,Clear,29.6,3.923,part2_valley
4337,4337,116.52,45.19,Clear,26.75,1.59,part2_valley
4342,4342,116.71,45.13,Clear,42.74,1.94,part2_valley
4347,4347,118.42,43.72,Clear,53.84,0.033,part2_valley
4352,4352,118.52,43.52,Clear,26.15,0.255,part2_valley
4357,4357,118.95,43.49,Clear,156.93,-1.301,part2_valley
4362,4362,119.41,43.02,Clear,26.89,1.143,part2_valley
4367,4367,118.84,43.42,Clear,32.35,1.609,part2_valley
4372,4372,118.5,43.47,Clear,51.58,0.837,part2_valley
4377,4377,117.69,43.67,Clear,25.49,0.913,part2_valley
4382,4382,115.45,45.94,Clear,1125.89,1.505,part2_valley
4387,4387,115.24,42.43,Clear,37.8,-1.996,part2_valley
4392,4392,116.5,43.31,Clear,27.84,1.23,part2_valley
4397,4397,117.68,42.19,Clear,49.94,1.592,part2_valley
4402,4402,115.45,43.86,Clear,28.02,-4.143,part2_valley
4407,4407,117.13,43.13,Clear,39.34,-0.892,part2_valley
4412,4412,118.24,43.21,Clear,34.36,2.043,part2_valley
4417,4417,119.49,42.96,Clear,85.91,1.02,part2_valley
4422,4422,122.4,40.23,Clear,49.98,1.427,part2_valley
4427,4427,119.55,42.8,Clear,42.89,-0.709,part2_valley
4432,4432,119.98,42.75,Clear,39.3,-1.401,part2_valley
4437,4437,119.77,43.84,Clear,42.53,-0.909,part2_valley
4442,4442,119.62,44.02,Clear,43.09,1.535,part2_valley
4447,4447,119.52,43.83,Clear,32.59,2.627,part2_valley
4452,4452,119.25,43.95,Clear,30.63,1.197,part2_valley
4457,4457,115.55,47.64,Clear,468.63,3.107,part2_valley
4462,4462,119.98,40.3,Clear,73.28,3.278,part2_valley
4467,4467,121.24,40.64,Clear,25.31,3.387,part2_valley
4472,4472,121.78,40.85,Clear,63.42,-0.438,part2_valley
4477,4477,121.85,41.18,Clear,32.52,-1.861,part2_valley
4482,4482,120.82,43.78,Clear,53.87,0.174,part2_valley
4487,4487,121.7,40.86,Clear,69.6,1.109,part2_valley
4492,4492,121.93,41.11,Clear,36.54,-1.164,part2_valley
4497,4497,121.89,41.46,Clear,126.47,-0.164,part2_valley
4502,4502,120.84,42.54,Clear,44.18,-0.136,part2_valley
4507,4507,122.13,41.62,Clear,34.85,-1.334,part2_valley
4512,4512,120.66,43.11,Clear,67.38,-0.369,part2_valley
4517,4517,122.0,39.36,Clear,29.45,-1.157,part2_valley
4522,4522,123.51,40.01,Clear,34.6,0.197,part2_valley
4527,4527,123.16,41.0,Clear,59.21,-0.358,part2_valley
4532,4532,123.2,41.75,Clear,30.19,0.431,part2_valley
4537,4537,123.48,41.83,Clear,30.75,2.524,part2_valley
4542,4542,124.1,41.26,Clear,46.88,3.604,part2_valley
4547,4547,124.75,41.78,Clear,38.02,-1.095,part2_valley
4552,4552,123.97,41.7,Clear,32.5,0.591,part2_valley
4557,4557,126.03,42.58,Clear,38.85,3.239,part2_valley
4562,4562,122.08,42.5,Clear,28.38,0.931,part2_valley
4567,4567,123.0,42.31,Clear,78.58,-0.923,part2_valley
4572,4572,126.2,38.37,Clear,112.5,-0.444,part2_valley
4577,4577,122.88,42.38,Clear,34.11,2.344,part2_valley
4582,4582,122.34,42.97,Clear,1917.7,3.569,part2_valley
4587,4587,122.69,43.31,Clear,31.03,0.583,part2_valley
4592,4592,121.91,43.6,Clear,98.74,2.687,part2_valley
4597,4597,122.28,43.49,Clear,241.55,1.793,part2_valley
4602,4602,121.7,44.43,Clear,26.02,2.94,part2_valley
4607,4607,121.75,44.08,Clear,483.25,0.32,part2_valley
4612,4612,121.41,44.62,Clear,94.3,0.122,part2_valley
4617,4617,121.4,44.33,Clear,29.16,-0.043,part2_valley
4622,4622,121.98,43.39,Clear,33.25,2.293,part2_valley
4627,4627,121.12,43.92,Clear,398.67,-0.227,part2_valley
4632,4632,121.12,44.35,Clear,27.28,4.234,part2_valley
4637,4637,120.82,44.03,Clear,46.68,1.397,part2_valley
4642,4642,120.35,44.54,Clear,27.67,1.019,part2_valley
4647,4647,109.25,49.25,Clear,560.26,2.506,part2_valley
4652,4652,118.58,44.32,Clear,30.45,2.414,part2_valley
4657,4657,118.66,47.05,Clear,94.13,3.389,part2_valley
4662,4662,119.24,44.92,Clear,79.1,2.099,part2_valley
4667,4667,113.08,47.11,Clear,52.85,0.5,part2_valley
4672,4672,118.22,43.31,Clear,56.09,0.578,part2_valley
4677,4677,119.62,43.79,Clear,41.82,2.978,part2_valley
4682,4682,119.82,44.19,Clear,179.16,-0.076,part2_valley
4687,4687,119.37,44.17,Clear,62.79,-0.315,part2_valley
4692,4692,119.25,44.59,Clear,475.96,0.571,part2_valley
4697,4697,119.17,44.59,Clear,34.06,0.759,part2_valley
4702,4702,119.83,44.04,Clear,53.95,1.031,part2_valley
4707,4707,119.94,44.09,Clear,37.97,2.739,part2_valley
4712,4712,119.77,44.14,Clear,270.1,2.056,part2_valley
4717,4717,119.68,44.31,Clear,92.76,-0.183,part2_valley
4722,4722,119.54,43.96,Clear,48.51,1.168,part2_valley
4727,4727,119.92,44.17,Clear,329.45,0.107,part2_valley
4732,4732,119.55,44.57,Clear,48.98,-0.581,part2_valley
4737,4737,119.69,44.72,Clear,30.76,1.318,part2_valley
4742,4742,118.79,47.57,Clear,330.82,0.216,part2_valley
4747,4747,120.03,44.61,Clear,70.81,-0.838,part2_valley
4752,4752,119.8,44.69,Clear,38.41,-0.689,part2_valley
4757,4757,119.39,45.95,Clear,282.02,-0.169,part2_valley
4762,4762,119.95,44.99,Clear,123.38,1.242,part2_valley
4767,4767,120.11,44.7,Clear,97.0,-0.033,part2_valley
4772,4772,119.59,44.82,Clear,65.63,0.479,part2_valley
4777,4777,120.43,44.78,Clear,37.26,-0.698,part2_valley
4782,4782,121.13,43.48,Clear,43.01,-0.871,part2_valley
4787,4787,120.62,43.61,Clear,29.49,0.695,part2_valley
4792,4792,109.58,49.5,Clear,47.77,3.599,part2_valley
4797,4797,118.65,43.11,Clear,90.67,2.997,part2_valley
4802,4802,119.65,43.11,Clear,135.2,2.961,part2_valley
4807,4807,119.27,44.52,Clear,37.57,0.495,part2_valley
4812,4812,119.39,43.67,Clear,26.82,-1.721,part2_valley
4817,4817,119.71,42.58,Clear,32.36,-4.588,part2_valley
4822,4822,59.14,48.0,Clear,236.67,-9.313,part2_valley
4827,4827,118.58,42.3,Clear,342.63,-0.949,part2_valley
4832,4832,119.11,43.08,Clear,45.48,-1.506,part2_valley
4837,4837,119.85,42.56,Clear,44.02,-2.599,part2_valley
4842,4842,119.19,42.84,Clear,69.46,-0.324,part2_valley
4847,4847,117.58,44.17,Clear,36.71,-0.039,part2_valley
4852,4852,117.93,43.93,Clear,63.97,-0.84,part2_valley
4857,4857,117.09,44.37,Clear,92.54,0.32,part2_valley
4862,4862,117.3,43.88,Clear,35.93,-2.065,part2_valley
4867,4867,117.96,43.72,Clear,132.78,0.116,part2_valley
4872,4872,119.13,40.55,Clear,57.69,1.232,part2_valley
4877,4877,119.09,41.53,Clear,46.99,2.321,part2_valley
4882,4882,117.21,42.68,Clear,1575.18,4.758,part2_valley
4887,4887,119.66,41.04,Clear,56.85,-2.061,part2_valley
4892,4892,117.12,41.68,Clear,35.35,-1.04,part2_valley
4897,4897,114.63,44.82,Clear,38.57,-0.515,part2_valley
4902,4902,115.89,43.87,Clear,31.03,-2.284,part2_valley
4907,4907,116.92,44.18,Clear,36.74,-0.361,part2_valley
4912,4912,117.51,43.5,Clear,41.54,-1.605,part2_valley
4917,4917,117.55,43.84,Clear,37.24,-1.792,part2_valley
4922,4922,119.04,41.64,Clear,29.33,-0.078,part2_valley
4927,4927,118.75,41.68,Clear,49.85,-1.529,part2_valley
4932,4932,118.45,40.78,Clear,27.67,-3.749,part2_valley
4937,4937,117.87,41.32,Clear,34.37,-4.619,part2_valley
4942,4942,116.66,42.55,Clear,31.12,-5.407,part2_valley
4947,4947,117.45,41.0,Clear,37.51,-3.268,part2_valley
4952,4952,117.73,41.1,Clear,28.27,-3.566,part2_valley
4957,4957,114.84,42.42,Clear,27.89,-3.144,part2_valley
4962,4962,114.22,40.81,Clear,43.52,1.743,part2_valley
4967,4967,109.92,46.57,Clear,43.29,0.445,part2_valley
4972,4972,115.42,44.92,Clear,40.06,-0.873,part2_valley
4977,4977,110.9,45.66,Clear,151.43,1.302,part2_valley
4982,4982,111.93,45.19,Clear,37.09,-1.859,part2_valley
4987,4987,109.94,45.68,Clear,27.15,-3.858,part2_valley
4992,4992,111.03,44.03,Clear,27.53,-3.728,part2_valley
4997,4997,108.39,47.01,Clear,161.71,-0.129,part2_valley
5002,5002,108.37,43.07,Clear,57.19,1.729,part2_valley
5007,5007,112.06,42.45,Clear,34.38,-1.816,part2_valley
5012,5012,112.46,41.41,Clear,34.67,2.48,part2_valley
5017,5017,110.11,44.49,Clear,119.83,1.016,part2_valley
5022,5022,110.84,41.56,Clear,64.8,1.782,part2_valley
5027,5027,107.52,43.56,Clear,35.71,1.257,part2_valley
5032,5032,111.62,41.02,Clear,338.62,-0.643,part2_valley
5037,5037,112.03,41.13,Clear,109.77,2.65,part2_valley
5042,5042,108.99,43.45,Clear,144.65,2.197,part2_valley
5047,5047,107.56,46.39,Clear,26.26,1.83,part2_valley
5052,5052,111.34,41.02,Clear,152.52,3.076,part2_valley
5057,5057,111.55,43.0,Clear,29.73,5.375,part2_valley
5062,5062,107.26,46.27,Clear,27.31,4.647,part2_valley
5067,5067,106.76,46.51,Clear,40.25,-2.294,part2_valley
5072,5072,109.0,43.3,Clear,28.26,1.624,part2_valley
5077,5077,110.38,44.01,Clear,44.35,1.387,part2_valley
5082,5082,111.46,42.3,Clear,34.64,-1.542,part2_valley
5087,5087,111.01,42.78,Clear,30.02,2.222,part2_valley
5092,5092,111.47,41.81,Clear,46.67,-3.061,part2_valley
5097,5097,110.65,42.48,Clear,29.81,2.202,part2_valley
5102,5102,132.96,48.54,Clear,37.95,2.109,part2_valley
5107,5107,111.78,42.58,Clear,49.64,-3.22,part2_valley
5112,5112,110.86,43.25,Clear,30.84,-1.199,part2_valley
5117,5117,112.95,42.61,Clear,27.29,-0.912,part2_valley
5122,5122,113.22,42.0,Clear,50.03,1.641,part2_valley
5127,5127,112.85,42.49,Clear,42.36,1.446,part2_valley
5132,5132,113.3,42.73,Clear,75.66,-2.6,part2_valley
5137,5137,113.79,41.95,Clear,63.65,-3.84,part2_valley
5142,5142,113.55,42.59,Clear,39.44,-2.302,part2_valley
5147,5147,113.55,42.58,Clear,31.34,-1.726,part2_valley
5152,5152,113.75,42.68,Clear,94.64,3.038,part2_valley
5157,5157,113.72,43.09,Clear,35.8,-0.446,part2_valley
5162,5162,113.98,42.86,Clear,46.52,-1.097,part2_valley
5167,5167,113.27,43.99,Clear,28.42,-1.018,part2_valley
5172,5172,113.6,43.54,Clear,37.44,-2.873,part2_valley
5177,5177,114.24,43.3,Clear,37.16,0.114,part2_valley
5182,5182,114.22,43.22,Clear,36.4,-0.19,part2_valley
5187,5187,114.56,42.7,Clear,35.54,-2.725,part2_valley
5192,5192,113.87,43.75,Clear,59.83,-3.772,part2_valley
5197,5197,113.53,44.52,Clear,39.05,-3.239,part2_valley
5202,5202,113.35,44.95,Clear,56.5,-4.207,part2_valley
5207,5207,113.19,45.27,Clear,124.53,-0.694,part2_valley
5212,5212,112.98,45.53,Clear,49.29,-2.133,part2_valley
5217,5217,113.45,45.81,Clear,74.81,0.668,part2_valley
5222,5222,115.11,45.45,Clear,53.75,-3.737,part2_valley
5227,5227,116.21,45.45,Clear,30.43,-1.613,part2_valley
5232,5232,118.33,44.58,Clear,59.95,-0.903,part2_valley
5237,5237,118.56,44.18,Clear,74.23,-1.36,part2_valley
5242,5242,118.3,44.67,Clear,59.18,1.611,part2_valley
5247,5247,117.15,46.08,Clear,26.85,1.924,part2_valley
5252,5252,117.86,44.52,Clear,25.02,0.802,part2_valley
5257,5257,118.36,44.17,Clear,90.18,-0.164,part2_valley
5262,5262,119.6,44.64,Clear,25.68,0.458,part2_valley
5267,5267,120.12,43.41,Clear,107.21,-0.023,part2_valley
5272,5272,119.83,44.15,Clear,741.87,1.146,part2_valley
5277,5277,119.01,45.3,Clear,181.31,-0.034,part2_valley
5282,5282,119.1,45.17,Clear,25.87,0.234,part2_valley
5287,5287,119.22,45.5,Clear,80.04,-0.064,part2_valley
5292,5292,118.83,46.89,Clear,40.06,0.013,part2_valley
5297,5297,118.74,47.04,Clear,859.71,-0.283,part2_valley
5302,5302,118.43,47.33,Clear,28.14,-2.865,part2_valley
5307,5307,116.75,48.73,Clear,38.53,-0.324,part2_valley
5312,5312,116.54,49.3,Clear,44.21,-1.862,part2_valley
5317,5317,116.91,48.68,Clear,37.16,-1.685,part2_valley
5322,5322,117.58,47.15,Clear,37.8,3.954,part2_valley
5327,5327,102.61,58.71,Clear,41.46,-0.648,part2_valley
5332,5332,113.4,48.17,Clear,81.93,3.22,part2_valley
5337,5337,116.29,46.63,Clear,30.14,0.942,part2_valley
5342,5342,117.46,46.54,Clear,235.73,0.289,part2_valley
5347,5347,117.01,47.11,Clear,34.48,2.13,part2_valley
5352,5352,116.65,48.14,Clear,44.5,2.863,part2_valley
5357,5357,117.44,47.03,Clear,116.05,2.903,part2_valley
5362,5362,118.39,45.47,Clear,30.07,1.572,part2_valley
5367,5367,119.32,44.13,Clear,45.83,-1.638,part2_valley
5372,5372,119.4,43.91,Clear,29.69,0.506,part2_valley
5377,5377,118.7,44.1,Clear,46.21,-0.863,part2_valley
5382,5382,118.94,44.04,Clear,25.52,-2.393,part2_valley
5387,5387,118.76,43.97,Clear,31.62,-1.6,part2_valley
5392,5392,118.84,44.04,Clear,72.61,-1.098,part2_valley
5397,5397,118.8,43.95,Clear,61.86,1.506,part2_valley
5402,5402,118.41,44.13,Clear,35.13,0.048,part2_valley
5407,5407,114.88,45.5,Clear,50.96,2.232,part2_valley
5412,5412,117.22,42.77,Clear,29.02,0.124,part2_valley
5417,5417,118.77,43.23,Clear,40.32,1.82,part2_valley
5422,5422,118.87,43.0,Clear,55.7,1.322,part2_valley
5427,5427,119.36,43.21,Clear,455.12,0.694,part2_valley
5432,5432,118.84,43.47,Clear,47.35,-4.233,part2_valley
5437,5437,119.44,43.09,Clear,40.59,-1.875,part2_valley
5442,5442,118.66,43.41,Clear,36.6,-1.686,part2_valley
5447,5447,118.75,45.21,Clear,107.83,-1.929,part2_valley
5452,5452,119.49,44.12,Clear,30.52,-2.474,part2_valley
5457,5457,118.75,44.32,Clear,193.84,-1.3,part2_valley
5462,5462,118.3,44.26,Clear,925.05,-1.042,part2_valley
5467,5467,118.56,43.53,Clear,77.57,-0.404,part2_valley
5472,5472,118.78,42.48,Clear,80.87,-1.123,part2_valley
5477,5477,118.56,43.23,Clear,48.11,-1.283,part2_valley
5482,5482,114.7,46.06,Clear,36.81,1.055,part2_valley
5487,5487,117.43,43.33,Clear,263.95,-2.508,part2_valley
5492,5492,117.89,43.08,Clear,100.26,-2.106,part2_valley
5497,5497,117.97,42.81,Clear,125.63,-2.848,part2_valley
5502,5502,118.02,42.5,Clear,32.41,-0.776,part2_valley
5507,5507,112.82,44.64,Clear,37.89,6.404,part2_valley
5512,5512,117.04,40.54,Clear,43.96,0.232,part2_valley
5517,5517,118.98,40.48,Clear,97.35,0.928,part2_valley
5522,5522,119.26,40.5,Clear,66.11,0.593,part2_valley
5527,5527,118.76,41.15,Clear,53.32,-1.89,part2_valley
5532,5532,118.72,41.54,Clear,25.38,-0.622,part2_valley
5537,5537,118.61,41.74,Clear,112.65,-2.34,part2_valley
5542,5542,118.3,41.72,Clear,39.37,-1.949,part2_valley
5547,5547,118.08,41.83,Clear,33.53,-0.756,part2_valley
5552,5552,118.29,41.87,Clear,136.59,-1.034,part2_valley
5557,5557,118.99,40.89,Clear,42.52,-1.13,part2_valley
5562,5562,118.15,41.58,Clear,32.6,-0.833,part2_valley
5567,5567,117.65,43.75,Clear,140.53,-0.279,part2_valley
5572,5572,118.03,42.36,Clear,41.37,-3.012,part2_valley
5577,5577,117.92,41.73,Clear,148.37,-1.447,part2_valley
5582,5582,118.27,40.78,Clear,27.48,-4.568,part2_valley
5587,5587,118.51,40.09,Clear,245.34,-1.826,part2_valley
5592,5592,118.42,39.88,Clear,100.52,-2.058,part2_valley
5597,5597,118.25,40.56,Clear,180.92,-1.06,part2_valley
5602,5602,118.56,39.66,Clear,615.41,-1.785,part2_valley
5607,5607,118.41,39.82,Clear,58.16,0.658,part2_valley
5612,5612,117.88,39.49,Clear,30.08,-4.526,part2_valley
5617,5617,117.85,39.76,Clear,50.05,-2.681,part2_valley
5622,5622,117.85,39.55,Clear,60.31,-1.631,part2_valley
5627,5627,117.9,39.57,Clear,29.01,-0.63,part2_valley
5632,5632,117.66,39.86,Clear,36.49,0.845,part2_valley
5637,5637,117.34,39.55,Clear,23.34,0.816,part2_valley
5642,5642,117.68,38.9,Clear,42.39,0.591,part2_valley
5647,5647,113.26,45.93,Clear,29.7,1.354,part2_valley
5652,5652,116.65,39.8,Clear,29.37,-1.659,part2_valley
5657,5657,116.14,40.2,Clear,34.72,1.672,part2_valley
5662,5662,110.89,44.95,Clear,28.04,-1.24,part2_valley
5667,5667,114.63,39.05,Clear,28.92,-3.091,part2_valley
5672,5672,114.45,40.8,Clear,26.58,-0.788,part2_valley
5677,5677,115.61,39.67,Clear,31.66,-2.528,part2_valley
5682,5682,116.05,38.32,Clear,263.94,0.06,part2_valley
5687,5687,114.98,39.51,Clear,27.0,-0.208,part2_valley
5692,5692,113.34,37.97,Clear,27.95,-0.926,part2_valley
5697,5697,112.03,38.94,Clear,50.0,0.069,part2_valley
5702,5702,110.88,38.76,Clear,28.01,0.506,part2_valley
5707,5707,112.77,38.96,Clear,61.04,-2.706,part2_valley
5712,5712,111.43,39.05,Clear,560.54,-2.734,part2_valley
5717,5717,112.12,39.51,Clear,27.42,-3.844,part2_valley
5722,5722,112.79,39.19,Clear,35.88,-2.121,part2_valley
5727,5727,113.31,38.84,Clear,28.32,-3.576,part2_valley
5732,5732,112.24,38.18,Clear,27.18,-1.283,part2_valley
5737,5737,112.08,38.27,Clear,31.84,2.145,part2_valley
5742,5742,110.05,38.41,Clear,117.42,2.858,part2_valley
5747,5747,110.29,38.32,Clear,89.09,-0.526,part2_valley
5752,5752,111.7,38.43,Clear,37.52,-1.758,part2_valley
5757,5757,112.96,36.77,Clear,30.93,-0.316,part2_valley
5762,5762,111.81,37.93,Clear,588.11,-0.642,part2_valley
5767,5767,111.39,38.55,Clear,26.66,1.525,part2_valley
5772,5772,111.19,38.42,Clear,51.95,-0.461,part2_valley
5777,5777,111.33,38.33,Clear,31.22,-1.558,part2_valley
5782,5782,111.48,38.2,Clear,27.23,-0.812,part2_valley
5787,5787,111.67,37.84,Clear,33.32,2.601,part2_valley
5792,5792,111.69,38.26,Clear,42.21,0.675,part2_valley
5797,5797,110.84,38.18,Clear,212.53,-0.446,part2_valley
5802,5802,111.26,38.41,Clear,62.29,-1.875,part2_valley
5807,5807,110.65,38.69,Clear,65.65,-1.135,part2_valley
5812,5812,110.64,39.45,Clear,30.44,-1.87,part2_valley
5817,5817,110.53,40.09,Clear,25.82,0.285,part2_valley
5822,5822,110.44,39.74,Clear,26.68,0.245,part2_valley
5827,5827,107.74,39.99,Clear,28.18,-0.999,part2_valley
5832,5832,110.43,39.73,Clear,81.68,-1.211,part2_valley
5837,5837,110.46,40.3,Clear,29.34,-3.408,part2_valley
5842,5842,109.13,38.91,Clear,36.99,-0.335,part2_valley
5847,5847,107.06,38.81,Clear,35.61,-0.793,part2_valley
5852,5852,107.44,38.26,Clear,50.34,-0.5,part2_valley
5857,5857,107.86,37.5,Clear,28.92,0.002,part2_valley
5862,5862,111.92,32.57,Clear,33.59,0.635,part2_valley
5867,5867,107.09,37.35,Clear,502.1,-0.76,part2_valley
5872,5872,107.29,38.03,Clear,37.25,-0.688,part2_valley
5877,5877,106.17,38.23,Clear,114.28,-0.265,part2_valley
5882,5882,108.68,38.15,Clear,27.65,-1.403,part2_valley
5887,5887,107.14,36.44,Clear,125.57,0.507,part2_valley
5892,5892,105.5,37.38,Clear,41.03,1.193,part2_valley
5897,5897,105.64,38.14,Clear,174.92,-2.373,part2_valley
5902,5902,105.75,37.17,Clear,27.41,1.441,part2_valley
5907,5907,105.02,37.03,Clear,37.11,0.916,part2_valley
5912,5912,107.79,43.35,Clear,30.31,0.474,part2_valley
5917,5917,106.28,38.55,Clear,26.38,0.722,part2_valley
5922,5922,106.44,38.64,Clear,332.34,-0.275,part2_valley
5927,5927,105.8,39.15,Clear,42.34,-0.559,part2_valley
5932,5932,99.6,40.22,Clear,30.47,-0.886,part2_valley
5937,5937,117.89,39.94,Clear,80.58,0.305,part2_valley
5942,5942,105.19,39.36,Clear,30.34,0.446,part2_valley
5947,5947,113.41,40.42,Clear,33.99,1.991,part2_valley
5952,5952,106.2,39.38,Clear,47.79,0.306,part2_valley
5957,5957,106.77,39.42,Clear,45.98,1.096,part2_valley
5962,5962,107.6,39.74,Clear,47.02,-1.221,part2_valley
5967,5967,107.99,39.56,Clear,62.02,-0.842,part2_valley
5972,5972,108.53,39.38,Clear,186.93,-1.341,part2_valley
5977,5977,111.69,37.4,Clear,28.33,-1.139,part2_valley
5982,5982,109.03,39.44,Clear,31.78,-0.262,part2_valley
5987,5987,109.93,39.49,Clear,166.66,-0.899,part2_valley
5992,5992,110.4,38.95,Clear,27.47,-0.66,part2_valley
5997,5997,109.91,39.45,Clear,27.39,-0.15,part2_valley
6002,6002,108.7,39.21,Clear,53.4,-0.9,part2_valley
6007,6007,109.11,40.04,Clear,39.44,-0.286,part2_valley
6012,6012,112.33,38.55,Clear,29.52,2.308,part2_valley
6017,6017,110.32,39.59,Clear,24.59,0.799,part2_valley
6022,6022,109.93,41.42,Clear,421.24,-0.912,part2_valley
