frame_num,time_sec,brightness,contrast,visibility,curvature_m,offset_m,source_video
1916,1916,121.14,37.7,Clear,34.5,-0.516,part1_grapevine
1921,1921,119.26,38.23,Clear,66.67,1.578,part1_grapevine
1926,1926,123.53,35.95,Clear,32.09,3.812,part1_grapevine
1931,1931,118.1,37.96,Clear,43.26,2.257,part1_grapevine
1936,1936,119.33,39.48,Clear,96.31,-0.042,part1_grapevine
1941,1941,118.35,40.41,Clear,35.68,4.31,part1_grapevine
1946,1946,119.77,33.31,Clear,35.03,-1.533,part1_grapevine
1951,1951,118.9,31.75,Clear,29.48,0.2,part1_grapevine
1956,1956,119.62,32.93,Clear,29.53,1.995,part1_grapevine
1961,1961,118.73,33.19,Clear,32.22,2.345,part1_grapevine
1966,1966,119.85,31.06,Clear,164.56,-3.295,part1_grapevine
1971,1971,120.79,29.62,Clear,177.98,1.226,part1_grapevine
1976,1976,122.96,28.59,Clear,44.51,-3.054,part1_grapevine
1981,1981,125.09,27.71,Moderate Fog/Overcast,36.29,2.693,part1_grapevine
1986,1986,125.07,29.14,Clear,34.86,3.731,part1_grapevine
1991,1991,121.41,32.7,Clear,127.12,2.523,part1_grapevine
1996,1996,120.7,31.83,Clear,58.18,-0.524,part1_grapevine
2001,2001,111.17,45.46,Clear,45.39,-2.218,part1_grapevine
2006,2006,117.46,32.55,Clear,108.17,-0.045,part1_grapevine
2011,2011,117.83,32.97,Clear,29.68,-1.32,part1_grapevine
2016,2016,115.66,34.11,Clear,28.22,1.627,part1_grapevine
2021,2021,114.21,34.8,Clear,48.86,-1.213,part1_grapevine
2026,2026,109.32,40.21,Clear,32.28,-6.259,part1_grapevine
2031,2031,111.92,36.56,Clear,30.27,3.191,part1_grapevine
2036,2036,114.76,35.77,Clear,64.97,7.154,part1_grapevine
2041,2041,110.35,40.79,Clear,155.27,13.111,part1_grapevine
2046,2046,115.18,37.5,Clear,30.3,-0.428,part1_grapevine
2051,2051,114.16,39.15,Clear,109.75,0.628,part1_grapevine
2056,2056,113.46,39.61,Clear,42.58,1.254,part1_grapevine
2061,2061,113.3,37.66,Clear,25.83,3.333,part1_grapevine
2066,2066,111.92,40.11,Clear,27.18,-0.008,part1_grapevine
2071,2071,110.28,39.14,Clear,163.07,-1.261,part1_grapevine
2076,2076,110.08,39.66,Clear,33.88,-5.806,part1_grapevine
2081,2081,110.93,40.2,Clear,28.9,3.796,part1_grapevine
2086,2086,111.25,37.05,Clear,40.27,3.306,part1_grapevine
2091,2091,111.88,38.76,Clear,26.21,3.385,part1_grapevine
2096,2096,112.97,36.28,Clear,60.27,-1.219,part1_grapevine
2101,2101,113.22,35.71,Clear,70.52,9.425,part1_grapevine
2106,2106,111.27,39.53,Clear,69.93,2.496,part1_grapevine
2111,2111,109.49,42.26,Clear,226.74,17.485,part1_grapevine
2116,2116,111.04,40.83,Clear,28.37,-1.783,part1_grapevine
2121,2121,112.6,35.42,Clear,28.09,0.23,part1_grapevine
2126,2126,113.13,36.08,Clear,31.4,2.34,part1_grapevine
2131,2131,114.07,36.26,Clear,28.39,-2.157,part1_grapevine
2136,2136,115.2,34.8,Clear,53.42,-1.269,part1_grapevine
2141,2141,116.57,34.53,Clear,52.44,0.574,part1_grapevine
2146,2146,114.22,34.83,Clear,38.56,-1.681,part1_grapevine
2151,2151,112.27,34.77,Clear,300.71,-0.767,part1_grapevine
2156,2156,112.52,33.08,Clear,56.66,-1.202,part1_grapevine
2161,2161,113.21,32.48,Clear,39.19,0.7,part1_grapevine
2166,2166,113.15,35.65,Clear,29.63,3.038,part1_grapevine
2171,2171,115.01,35.39,Clear,103.92,0.215,part1_grapevine
2176,2176,117.42,32.81,Clear,48.65,0.339,part1_grapevine
2181,2181,116.46,32.04,Clear,48.81,0.249,part1_grapevine
2186,2186,114.37,31.42,Clear,922.72,-1.136,part1_grapevine
2191,2191,112.99,32.49,Clear,26.49,0.427,part1_grapevine
2196,2196,112.83,32.14,Clear,172.48,-4.336,part1_grapevine
2201,2201,111.66,35.37,Clear,36.33,2.928,part1_grapevine
2206,2206,113.14,32.45,Clear,35.26,3.876,part1_grapevine
2211,2211,113.33,33.5,Clear,42.65,-3.569,part1_grapevine
2216,2216,113.33,34.03,Clear,29.55,1.017,part1_grapevine
2221,2221,113.28,35.29,Clear,71.82,0.511,part1_grapevine
2226,2226,113.89,34.63,Clear,26.19,3.786,part1_grapevine
2231,2231,110.19,36.43,Clear,49.34,-4.839,part1_grapevine
2236,2236,110.71,32.86,Clear,22.83,-0.201,part1_grapevine
2241,2241,111.0,33.96,Clear,36.52,1.345,part1_grapevine
2246,2246,114.28,32.06,Clear,35.97,0.241,part1_grapevine
2251,2251,115.81,32.96,Clear,31.36,1.751,part1_grapevine
2256,2256,118.16,33.59,Clear,41.93,-0.435,part1_grapevine
2261,2261,120.6,32.94,Clear,79.39,-2.454,part1_grapevine
2266,2266,120.36,33.27,Clear,36.96,0.434,part1_grapevine
2271,2271,120.96,34.09,Clear,28.81,-0.008,part1_grapevine
2276,2276,122.0,33.36,Clear,44.0,-0.288,part1_grapevine
2281,2281,124.98,33.71,Clear,41.57,-0.686,part1_grapevine
2286,2286,120.32,33.52,Clear,36.58,-0.759,part1_grapevine
2291,2291,113.79,35.31,Clear,31.39,-2.705,part1_grapevine
2296,2296,114.59,29.91,Clear,32.92,-5.735,part1_grapevine
2301,2301,126.83,27.34,Moderate Fog/Overcast,510.77,-0.697,part1_grapevine
2306,2306,127.73,24.62,Moderate Fog/Overcast,31.27,-3.758,part1_grapevine
2311,2311,127.2,26.81,Moderate Fog/Overcast,82.88,4.146,part1_grapevine
2316,2316,124.21,19.92,Moderate Fog/Overcast,43.4,2.045,part1_grapevine
2321,2321,117.35,23.57,Moderate Fog/Overcast,27.86,-1.706,part1_grapevine
2326,2326,122.1,24.92,Moderate Fog/Overcast,802.98,-31.206,part1_grapevine
2331,2331,125.33,27.88,Moderate Fog/Overcast,38.94,-6.78,part1_grapevine
2336,2336,122.25,26.13,Moderate Fog/Overcast,53.21,5.195,part1_grapevine
2341,2341,117.41,27.81,Moderate Fog/Overcast,20.18,-1.03,part1_grapevine
2346,2346,118.13,31.27,Clear,87.11,0.098,part1_grapevine
2351,2351,123.52,28.19,Clear,54.45,3.684,part1_grapevine
2356,2356,121.86,28.0,Moderate Fog/Overcast,38.62,2.022,part1_grapevine
2361,2361,118.33,22.93,Moderate Fog/Overcast,37.55,5.815,part1_grapevine
2366,2366,111.65,28.71,Clear,79.61,-3.19,part1_grapevine
2371,2371,113.24,24.46,Moderate Fog/Overcast,158.78,0.796,part1_grapevine
2376,2376,114.12,23.11,Moderate Fog/Overcast,82.69,1.595,part1_grapevine
2381,2381,116.89,25.63,Moderate Fog/Overcast,85.75,-6.673,part1_grapevine
2386,2386,114.77,24.62,Moderate Fog/Overcast,32.6,-2.304,part1_grapevine
2391,2391,114.1,24.6,Moderate Fog/Overcast,1011.16,-33.004,part1_grapevine
2396,2396,113.56,24.59,Moderate Fog/Overcast,26.18,-0.269,part1_grapevine
2401,2401,113.06,19.88,Moderate Fog/Overcast,79.53,-8.072,part1_grapevine
2406,2406,113.48,19.74,Moderate Fog/Overcast,42.2,1.923,part1_grapevine
2411,2411,114.73,19.02,Moderate Fog/Overcast,58.53,6.659,part1_grapevine
2416,2416,116.34,18.54,Moderate Fog/Overcast,34.94,0.753,part1_grapevine
2421,2421,118.79,17.94,Moderate Fog/Overcast,52.69,-0.119,part1_grapevine
2426,2426,118.27,18.19,Moderate Fog/Overcast,86.7,0.34,part1_grapevine
2431,2431,115.61,20.47,Moderate Fog/Overcast,195.32,1.252,part1_grapevine
2436,2436,124.29,21.32,Moderate Fog/Overcast,144.15,-10.029,part1_grapevine
2441,2441,115.98,20.74,Moderate Fog/Overcast,29.17,-2.939,part1_grapevine
2446,2446,116.4,19.29,Moderate Fog/Overcast,169.84,-11.058,part1_grapevine
2451,2451,116.49,19.84,Moderate Fog/Overcast,46.97,-2.243,part1_grapevine
2456,2456,114.6,21.26,Moderate Fog/Overcast,40.95,-2.006,part1_grapevine
2461,2461,114.02,22.0,Moderate Fog/Overcast,24.36,3.196,part1_grapevine
2466,2466,116.38,19.66,Moderate Fog/Overcast,152.26,-5.724,part1_grapevine
2471,2471,111.45,27.2,Moderate Fog/Overcast,27.78,-4.49,part1_grapevine
2476,2476,114.77,21.09,Moderate Fog/Overcast,68.96,-0.411,part1_grapevine
2481,2481,114.9,21.08,Moderate Fog/Overcast,190.8,11.173,part1_grapevine
2486,2486,112.66,24.64,Moderate Fog/Overcast,19.28,-1.391,part1_grapevine
2491,2491,114.21,32.53,Clear,63.12,4.906,part1_grapevine
2496,2496,115.39,23.36,Moderate Fog/Overcast,518.06,-24.439,part1_grapevine
2501,2501,117.19,18.82,Moderate Fog/Overcast,55.43,-4.553,part1_grapevine
2506,2506,115.91,19.99,Moderate Fog/Overcast,504.57,1.697,part1_grapevine
2511,2511,114.38,23.01,Moderate Fog/Overcast,211.27,-10.327,part1_grapevine
2516,2516,114.53,22.3,Moderate Fog/Overcast,35.42,-3.579,part1_grapevine
2521,2521,113.87,23.27,Moderate Fog/Overcast,202.59,-15.511,part1_grapevine
2526,2526,114.98,22.08,Moderate Fog/Overcast,131.38,1.269,part1_grapevine
2531,2531,117.59,21.59,Moderate Fog/Overcast,18.86,0.171,part1_grapevine
2536,2536,121.26,23.81,Moderate Fog/Overcast,36.64,-0.976,part1_grapevine
2541,2541,123.97,26.81,Moderate Fog/Overcast,20.53,0.197,part1_grapevine
2546,2546,124.5,29.47,Clear,57.96,0.946,part1_grapevine
2551,2551,124.69,35.87,Clear,32.96,1.587,part1_grapevine
2556,2556,118.24,37.39,Clear,43.46,1.367,part1_grapevine
2561,2561,122.81,35.51,Clear,349.98,18.492,part1_grapevine
2566,2566,126.97,35.23,Clear,184.97,-0.661,part1_grapevine
2571,2571,127.25,34.58,Clear,379.3,-2.433,part1_grapevine
2576,2576,126.92,30.61,Clear,48.66,0.134,part1_grapevine
2581,2581,126.82,29.65,Clear,91.94,-0.72,part1_grapevine
2586,2586,128.21,26.14,Moderate Fog/Overcast,692.46,0.915,part1_grapevine
2591,2591,128.18,31.67,Clear,44.67,1.551,part1_grapevine
2596,2596,129.14,26.36,Moderate Fog/Overcast,55.5,2.271,part1_grapevine
2601,2601,127.95,28.41,Clear,27.3,-1.884,part1_grapevine
2606,2606,124.32,32.67,Clear,51.77,0.856,part1_grapevine
2611,2611,129.4,31.1,Clear,42.07,0.549,part1_grapevine
2616,2616,123.96,35.13,Clear,32.03,0.609,part1_grapevine
2621,2621,126.7,29.5,Clear,145.77,-1.533,part1_grapevine
2626,2626,123.07,31.86,Clear,19.16,1.1,part1_grapevine
2631,2631,121.35,32.48,Clear,92.88,13.93,part1_grapevine
2636,2636,127.86,36.06,Clear,82.22,4.69,part1_grapevine
2641,2641,124.07,29.37,Clear,110.54,3.73,part1_grapevine
2646,2646,123.88,31.23,Clear,59.57,0.375,part1_grapevine
2651,2651,124.37,29.86,Clear,94.1,2.005,part1_grapevine
2656,2656,122.46,32.7,Clear,56.06,4.408,part1_grapevine
2661,2661,122.38,32.42,Clear,26.9,-0.112,part1_grapevine
2666,2666,123.53,29.35,Clear,28.17,-0.269,part1_grapevine
2671,2671,122.35,32.46,Clear,85.32,8.667,part1_grapevine
2676,2676,118.86,34.73,Clear,55.19,-1.1,part1_grapevine
2681,2681,119.92,31.96,Clear,42.97,-7.332,part1_grapevine
2686,2686,120.83,30.15,Clear,37.66,-0.794,part1_grapevine
2691,2691,121.1,30.05,Clear,27.68,2.142,part1_grapevine
2696,2696,117.28,39.42,Clear,319.42,-4.812,part1_grapevine
2701,2701,117.54,35.42,Clear,28.97,5.134,part1_grapevine
2706,2706,119.7,33.69,Clear,49.79,0.999,part1_grapevine
2711,2711,120.03,32.5,Clear,30.48,0.128,part1_grapevine
2716,2716,121.1,32.24,Clear,30.55,-1.476,part1_grapevine
2721,2721,119.61,32.36,Clear,36.53,0.052,part1_grapevine
2726,2726,116.46,35.61,Clear,51.99,4.545,part1_grapevine
2731,2731,114.22,47.84,Clear,33.94,-0.697,part1_grapevine
2736,2736,118.98,33.59,Clear,182.28,-1.099,part1_grapevine
2741,2741,120.04,34.2,Clear,551.78,1.392,part1_grapevine
2746,2746,121.53,32.29,Clear,32.06,3.72,part1_grapevine
2751,2751,122.08,30.89,Clear,41.76,-0.474,part1_grapevine
2756,2756,122.61,30.36,Clear,58.21,3.291,part1_grapevine
2761,2761,122.74,30.59,Clear,409.52,6.063,part1_grapevine
2766,2766,121.64,31.97,Clear,30.93,0.36,part1_grapevine
2771,2771,122.41,30.76,Clear,372.38,29.64,part1_grapevine
2776,2776,121.22,30.73,Clear,70.69,0.075,part1_grapevine
2781,2781,119.04,35.33,Clear,36.6,-0.734,part1_grapevine
2786,2786,123.61,30.78,Clear,219.2,-0.326,part1_grapevine
2791,2791,120.96,35.43,Clear,40.05,-1.092,part1_grapevine
2796,2796,124.27,31.65,Clear,27.54,-1.822,part1_grapevine
2801,2801,125.38,30.24,Clear,35.04,2.041,part1_grapevine
2806,2806,128.57,38.28,Clear,43.56,-3.451,part1_grapevine
2811,2811,125.8,30.68,Clear,38.29,-1.46,part1_grapevine
2816,2816,126.17,36.84,Clear,283.63,-1.151,part1_grapevine
2821,2821,130.46,32.1,Clear,65.93,-0.544,part1_grapevine
2826,2826,127.9,40.36,Clear,55.1,-2.304,part1_grapevine
2831,2831,129.66,36.94,Clear,93.24,0.988,part1_grapevine
2836,2836,131.66,32.78,Clear,38.75,-1.676,part1_grapevine
2841,2841,132.51,32.65,Clear,29.88,-2.325,part1_grapevine
2846,2846,133.26,32.06,Clear,133.68,1.326,part1_grapevine
2851,2851,132.49,33.32,Clear,43.21,0.076,part1_grapevine
2856,2856,131.06,34.38,Clear,56.15,-8.181,part1_grapevine
2861,2861,121.99,42.5,Clear,34.31,-2.991,part1_grapevine
2866,2866,130.6,34.28,Clear,41.04,-0.155,part1_grapevine
2871,2871,131.6,34.5,Clear,63.29,0.407,part1_grapevine
2876,2876,130.14,35.16,Clear,34.83,1.351,part1_grapevine
2881,2881,130.22,35.3,Clear,49.61,1.515,part1_grapevine
2886,2886,129.87,35.5,Clear,40.89,-0.436,part1_grapevine
2891,2891,128.75,37.16,Clear,102.46,1.424,part1_grapevine
2896,2896,129.36,35.66,Clear,24.47,0.149,part1_grapevine
2901,2901,129.09,35.81,Clear,48.65,-0.23,part1_grapevine
2906,2906,126.26,38.58,Clear,120.66,0.686,part1_grapevine
2911,2911,125.76,37.63,Clear,30.39,0.349,part1_grapevine
2916,2916,124.11,38.23,Clear,34.29,3.034,part1_grapevine
2921,2921,124.25,39.04,Clear,60.69,-1.084,part1_grapevine
2926,2926,125.35,39.66,Clear,35.17,-0.075,part1_grapevine
2931,2931,125.65,39.28,Clear,1255.09,0.294,part1_grapevine
2936,2936,124.99,40.27,Clear,30.18,-5.241,part1_grapevine
2941,2941,124.38,39.87,Clear,53.96,-4.903,part1_grapevine
2946,2946,123.68,39.46,Clear,27.32,-2.347,part1_grapevine
2951,2951,121.95,41.02,Clear,46.85,-8.218,part1_grapevine
2956,2956,122.54,39.97,Clear,33.67,-3.522,part1_grapevine
2961,2961,122.61,40.24,Clear,32.57,-5.811,part1_grapevine
2966,2966,119.04,42.03,Clear,31.88,-3.841,part1_grapevine
2971,2971,118.94,40.22,Clear,36.0,-2.548,part1_grapevine
2976,2976,117.9,40.61,Clear,31.96,-2.375,part1_grapevine
2981,2981,114.87,44.65,Clear,34.48,-5.893,part1_grapevine
2986,2986,117.87,40.21,Clear,58.87,-10.595,part1_grapevine
2991,2991,118.21,39.45,Clear,58.12,-10.531,part1_grapevine
2996,2996,118.24,39.88,Clear,51.34,-9.763,part1_grapevine
3001,3001,118.04,39.69,Clear,43.46,-7.887,part1_grapevine
3006,3006,115.06,44.93,Clear,32.32,-6.099,part1_grapevine
3011,3011,119.92,38.1,Clear,34.97,-2.401,part1_grapevine
3016,3016,116.78,40.23,Clear,32.11,-5.553,part1_grapevine
3021,3021,116.44,41.32,Clear,520.79,-5.215,part1_grapevine
3026,3026,120.07,41.38,Clear,36.67,2.534,part1_grapevine
3031,3031,122.57,43.58,Clear,329.37,1.233,part1_grapevine
3036,3036,120.85,46.79,Clear,27.29,-0.243,part1_grapevine
3041,3041,123.66,40.82,Clear,274.81,0.923,part1_grapevine
3046,3046,121.27,42.45,Clear,360.79,-0.822,part1_grapevine
3051,3051,119.62,44.85,Clear,82.93,0.292,part1_grapevine
3056,3056,66.94,34.32,Clear,9999.0,96.137,part1_grapevine
3061,3061,119.52,40.77,Clear,65.84,-9.067,part1_grapevine
3066,3066,116.21,42.59,Clear,31.77,-1.306,part1_grapevine
3071,3071,112.35,46.99,Clear,77.85,-12.063,part1_grapevine
3076,3076,115.56,41.1,Clear,76.67,0.951,part1_grapevine
3081,3081,117.97,38.32,Clear,25.72,-0.897,part1_grapevine
3086,3086,119.24,37.8,Clear,24.4,1.935,part1_grapevine
3091,3091,120.5,39.25,Clear,35.52,-1.536,part1_grapevine
3096,3096,123.42,36.74,Clear,203.3,7.026,part1_grapevine
3101,3101,116.52,35.98,Clear,27.18,2.556,part1_grapevine
3106,3106,115.39,35.3,Clear,30.39,-1.239,part1_grapevine
3111,3111,109.84,40.54,Clear,29.72,1.707,part1_grapevine
3116,3116,115.8,34.13,Clear,26.94,2.555,part1_grapevine
3121,3121,116.44,33.16,Clear,28.93,0.539,part1_grapevine
3126,3126,116.44,33.02,Clear,283.9,-1.209,part1_grapevine
3131,3131,114.54,35.94,Clear,33.04,0.633,part1_grapevine
3136,3136,116.61,33.46,Clear,39.34,2.467,part1_grapevine
3141,3141,116.25,33.73,Clear,32.46,0.15,part1_grapevine
3146,3146,114.06,33.43,Clear,30.56,0.317,part1_grapevine
3151,3151,113.72,32.2,Clear,36.75,2.581,part1_grapevine
3156,3156,108.62,36.36,Clear,59.89,3.186,part1_grapevine
3161,3161,112.04,32.54,Clear,64.57,2.139,part1_grapevine
3166,3166,112.8,35.25,Clear,31.72,2.75,part1_grapevine
3171,3171,114.36,32.51,Clear,33.5,5.723,part1_grapevine
3176,3176,112.79,33.1,Clear,37.26,1.336,part1_grapevine
3181,3181,114.76,32.48,Clear,34.19,-0.315,part1_grapevine
3186,3186,113.17,34.76,Clear,43.31,3.561,part1_grapevine
3191,3191,114.29,34.08,Clear,60.88,-0.546,part1_grapevine
3196,3196,115.76,38.79,Clear,30.0,-4.411,part1_grapevine
3201,3201,122.34,36.6,Clear,46.99,-8.574,part1_grapevine
3206,3206,122.73,37.18,Clear,30.24,-1.075,part1_grapevine
3211,3211,123.27,37.0,Clear,28.83,1.897,part1_grapevine
3216,3216,123.3,37.39,Clear,56.96,-4.365,part1_grapevine
3221,3221,122.53,38.48,Clear,170.7,-3.585,part1_grapevine
3226,3226,122.18,39.14,Clear,28.92,-1.344,part1_grapevine
3231,3231,122.55,38.69,Clear,38.54,-3.27,part1_grapevine
3236,3236,122.6,38.31,Clear,43.67,-4.013,part1_grapevine
3241,3241,123.36,37.3,Clear,66.63,-5.323,part1_grapevine
3246,3246,123.78,37.32,Clear,51.48,-4.769,part1_grapevine
3251,3251,123.14,37.54,Clear,25.02,2.43,part1_grapevine
3256,3256,123.83,38.01,Clear,39.59,-3.572,part1_grapevine
3261,3261,124.65,36.23,Clear,34.97,-1.162,part1_grapevine
3266,3266,123.5,37.56,Clear,32.27,-1.804,part1_grapevine
3271,3271,124.44,37.51,Clear,253.67,-1.654,part1_grapevine
3276,3276,125.32,36.37,Clear,43.92,-1.12,part1_grapevine
3281,3281,124.44,37.19,Clear,46.16,1.899,part1_grapevine
3286,3286,122.94,38.35,Clear,26.84,0.365,part1_grapevine
3291,3291,120.67,40.01,Clear,40.65,-0.648,part1_grapevine
3296,3296,118.4,42.22,Clear,27.18,3.536,part1_grapevine
3301,3301,78.63,53.69,Clear,358.84,18.771,part1_grapevine
3306,3306,117.92,40.13,Clear,31.83,2.401,part1_grapevine
3311,3311,117.62,42.69,Clear,72.19,1.442,part1_grapevine
3316,3316,120.86,41.75,Clear,36.22,-1.915,part1_grapevine
3321,3321,113.39,50.12,Clear,33.82,-0.336,part1_grapevine
3326,3326,112.04,48.81,Clear,71.48,-0.935,part1_grapevine
3331,3331,113.35,47.45,Clear,96.77,1.167,part1_grapevine
3336,3336,110.66,49.07,Clear,146.49,-0.588,part1_grapevine
3341,3341,111.4,49.17,Clear,29.08,-4.959,part1_grapevine
3346,3346,109.52,48.55,Clear,42.12,-7.807,part1_grapevine
3351,3351,112.29,48.85,Clear,42.46,-1.581,part1_grapevine
3356,3356,111.03,47.92,Clear,35.87,-2.069,part1_grapevine
3361,3361,112.42,48.59,Clear,63.9,4.523,part1_grapevine
3366,3366,103.01,53.99,Clear,73.08,-0.531,part1_grapevine
3371,3371,107.28,49.23,Clear,34.73,2.764,part1_grapevine
3376,3376,103.67,50.17,Clear,28.65,3.001,part1_grapevine
3381,3381,107.84,50.38,Clear,33.03,-0.386,part1_grapevine
3386,3386,110.64,48.34,Clear,85.62,-7.668,part1_grapevine
3391,3391,110.36,49.01,Clear,25.12,1.591,part1_grapevine
3396,3396,111.5,49.05,Clear,121.71,0.114,part1_grapevine
3401,3401,110.54,48.26,Clear,26.8,-2.423,part1_grapevine
3406,3406,106.79,50.73,Clear,31.46,-2.617,part1_grapevine
3411,3411,106.13,48.3,Clear,23.94,-0.156,part1_grapevine
3416,3416,105.63,48.59,Clear,38.11,2.775,part1_grapevine
3421,3421,104.15,50.77,Clear,51.72,4.651,part1_grapevine
3426,3426,106.71,49.12,Clear,48.78,1.335,part1_grapevine
3431,3431,107.04,48.98,Clear,34.83,2.568,part1_grapevine
3436,3436,105.88,48.97,Clear,30.52,3.954,part1_grapevine
3441,3441,110.07,47.49,Clear,48.26,1.653,part1_grapevine
3446,3446,108.38,51.22,Clear,66.24,-1.183,part1_grapevine
3451,3451,110.12,49.05,Clear,28.55,-0.459,part1_grapevine
3456,3456,110.18,49.65,Clear,37.05,2.291,part1_grapevine
3461,3461,108.81,51.21,Clear,30.61,5.428,part1_grapevine
3466,3466,110.94,48.15,Clear,985.61,-0.168,part1_grapevine
3471,3471,110.66,48.23,Clear,38.1,6.826,part1_grapevine
3476,3476,109.14,49.53,Clear,31.01,2.386,part1_grapevine
3481,3481,110.12,48.99,Clear,144.63,-2.334,part1_grapevine
3486,3486,111.85,50.55,Clear,237.91,-3.002,part1_grapevine
3491,3491,114.85,48.84,Clear,394.7,1.555,part1_grapevine
3496,3496,115.48,49.29,Clear,38.52,4.122,part1_grapevine
3501,3501,122.94,44.69,Clear,40.03,0.739,part1_grapevine
3506,3506,122.66,45.28,Clear,26.61,-1.904,part1_grapevine
3511,3511,121.36,46.24,Clear,42.1,-0.69,part1_grapevine
3516,3516,119.5,45.74,Clear,42.96,2.264,part1_grapevine
3521,3521,118.57,45.99,Clear,45.63,1.795,part1_grapevine
3526,3526,117.0,45.02,Clear,29.25,-0.275,part1_grapevine
3531,3531,119.34,47.47,Clear,39.11,-0.695,part1_grapevine
3536,3536,119.63,45.85,Clear,72.72,0.71,part1_grapevine
3541,3541,121.34,43.94,Clear,27.68,-2.097,part1_grapevine
3546,3546,123.83,42.6,Clear,34.85,-3.044,part1_grapevine
3551,3551,123.1,44.67,Clear,88.52,-1.029,part1_grapevine
3556,3556,123.1,44.43,Clear,27.65,-0.872,part1_grapevine
3561,3561,123.4,44.11,Clear,96.71,0.467,part1_grapevine
3566,3566,123.5,43.87,Clear,24.56,-1.579,part1_grapevine
3571,3571,123.61,44.13,Clear,99.87,-1.861,part1_grapevine
3576,3576,122.03,45.05,Clear,27.4,-3.904,part1_grapevine
3581,3581,126.18,37.08,Clear,126.97,-0.312,part1_grapevine
3586,3586,131.23,32.87,Clear,28.49,-3.076,part1_grapevine
3591,3591,133.17,30.66,Clear,48.06,-1.575,part1_grapevine
3596,3596,132.77,31.06,Clear,32.2,-2.445,part1_grapevine
3601,3601,133.44,30.45,Clear,120.45,-1.542,part1_grapevine
3606,3606,133.76,30.03,Clear,136.82,-0.205,part1_grapevine
3611,3611,133.45,30.51,Clear,64.99,-0.347,part1_grapevine
3616,3616,133.44,30.43,Clear,28.55,0.309,part1_grapevine
3621,3621,133.69,30.41,Clear,34.99,-0.565,part1_grapevine
3626,3626,133.47,30.25,Clear,123.86,-0.028,part1_grapevine
3631,3631,133.16,30.59,Clear,76.95,-1.153,part1_grapevine
3636,3636,127.1,40.28,Clear,46.05,-1.613,part1_grapevine
3641,3641,131.57,31.08,Clear,31.8,-0.266,part1_grapevine
3646,3646,132.29,31.06,Clear,38.65,-2.433,part1_grapevine
3647,3647,61.34,24.05,Moderate Fog/Overcast,9999.0,166.826,part2_valley
3652,3652,122.2,37.47,Clear,88.49,0.736,part2_valley
3657,3657,123.44,35.05,Clear,22.92,2.476,part2_valley
3662,3662,118.69,44.11,Clear,40.2,0.239,part2_valley
3667,3667,122.17,37.13,Clear,36.87,1.46,part2_valley
3672,3672,121.15,36.72,Clear,105.84,15.227,part2_valley
3677,3677,121.19,37.03,Clear,40.17,-0.929,part2_valley
3682,3682,118.07,37.36,Clear,58.4,-0.332,part2_valley
3687,3687,114.31,39.76,Clear,96.42,-0.03,part2_valley
3692,3692,116.34,38.3,Clear,62.18,-1.667,part2_valley
3697,3697,120.31,33.8,Clear,36.69,1.232,part2_valley
3702,3702,122.55,32.75,Clear,26.71,-0.63,part2_valley
3707,3707,120.48,35.0,Clear,27.01,-2.456,part2_valley
3712,3712,120.79,35.64,Clear,29.26,-2.428,part2_valley
3717,3717,118.11,36.38,Clear,25.08,1.128,part2_valley
3722,3722,120.4,37.08,Clear,24.8,-0.319,part2_valley
3727,3727,120.68,38.03,Clear,29.04,1.852,part2_valley
3732,3732,120.55,36.01,Clear,36.03,-0.346,part2_valley
3737,3737,122.07,35.3,Clear,24.2,0.722,part2_valley
3742,3742,121.4,35.8,Clear,58.5,0.968,part2_valley
3747,3747,119.68,36.25,Clear,25.04,2.971,part2_valley
3752,3752,119.96,38.21,Clear,30.69,0.083,part2_valley
3757,3757,119.1,36.78,Clear,37.35,1.483,part2_valley
3762,3762,118.7,37.16,Clear,205.98,0.598,part2_valley
3767,3767,119.59,35.04,Clear,92.43,0.705,part2_valley
3772,3772,112.32,40.1,Clear,42.64,-1.97,part2_valley
3777,3777,116.84,37.01,Clear,25.56,2.312,part2_valley
3782,3782,117.18,35.86,Clear,160.93,1.645,part2_valley
3787,3787,117.14,36.67,Clear,94.4,-1.869,part2_valley
3792,3792,117.21,35.58,Clear,37.17,-0.818,part2_valley
3797,3797,116.25,36.31,Clear,55.13,-0.539,part2_valley
3802,3802,111.82,39.04,Clear,76.43,-1.526,part2_valley
3807,3807,114.59,38.82,Clear,322.96,-0.288,part2_valley
3812,3812,117.03,35.35,Clear,36.6,0.441,part2_valley
3817,3817,116.7,35.12,Clear,29.85,-1.583,part2_valley
3822,3822,116.52,35.99,Clear,49.41,-1.297,part2_valley
3827,3827,116.79,35.57,Clear,33.55,-1.752,part2_valley
3832,3832,116.61,35.58,Clear,159.8,-0.313,part2_valley
3837,3837,116.98,37.54,Clear,45.94,-1.314,part2_valley
3842,3842,116.93,37.81,Clear,106.77,-0.325,part2_valley
3847,3847,117.16,35.97,Clear,68.25,0.47,part2_valley
3852,3852,120.41,35.6,Clear,157.84,-0.975,part2_valley
3857,3857,121.42,33.76,Clear,176.93,-0.414,part2_valley
3862,3862,122.67,34.69,Clear,77.99,0.006,part2_valley
3867,3867,121.79,35.33,Clear,27.34,-2.399,part2_valley
3872,3872,122.03,35.04,Clear,47.17,-1.262,part2_valley
3877,3877,120.77,36.64,Clear,1361.2,0.715,part2_valley
